Domain,Area,Element,Item,Year,Value
"Value of Agricultural Production","Russian Federation","Gross Production Value (constant 2014-2016 1000 I$)","Oranges","2008","22.837892"
"Value of Agricultural Production","Russian Federation","Gross Production Value (constant 2014-2016 1000 I$)","Oranges","2009","19.575336"
"Value of Agricultural Production","Russian Federation","Gross Production Value (constant 2014-2016 1000 I$)","Oranges","2010","42.413229"
"Value of Agricultural Production","Russian Federation","Gross Production Value (constant 2014-2016 1000 I$)","Oranges","2011","35.888116"
"Value of Agricultural Production","Russian Federation","Gross Production Value (constant 2014-2016 1000 I$)","Oranges","2012","35.235605"
"Value of Agricultural Production","Russian Federation","Gross Production Value (constant 2014-2016 1000 I$)","Oranges","2013","35.561861"
"Value of Agricultural Production","Russian Federation","Gross Production Value (constant 2014-2016 1000 I$)","Oranges","2014","36.866883"
"Value of Agricultural Production","Russian Federation","Gross Production Value (constant 2014-2016 1000 I$)","Oranges","2015","26.459329"
"Value of Agricultural Production","Russian Federation","Gross Production Value (constant 2014-2016 1000 I$)","Oranges","2016","20.227847"
"Value of Agricultural Production","Russian Federation","Gross Production Value (constant 2014-2016 1000 I$)","Oranges","2017","27.470722"
"Value of Agricultural Production","Russian Federation","Gross Production Value (constant 2014-2016 1000 I$)","Oranges","2018","27.079215"
"Value of Agricultural Production","Rwanda","Gross Production Value (constant 2014-2016 1000 I$)","Oranges","2005","326.255604"
"Value of Agricultural Production","Rwanda","Gross Production Value (constant 2014-2016 1000 I$)","Oranges","2006","391.506725"
"Value of Agricultural Production","Rwanda","Gross Production Value (constant 2014-2016 1000 I$)","Oranges","2007","456.757846"
"Value of Agricultural Production","Rwanda","Gross Production Value (constant 2014-2016 1000 I$)","Oranges","2008","516.136366"
"Value of Agricultural Production","Rwanda","Gross Production Value (constant 2014-2016 1000 I$)","Oranges","2009","1540.578962"
"Value of Agricultural Production","Rwanda","Gross Production Value (constant 2014-2016 1000 I$)","Oranges","2010","1631.27802"
"Value of Agricultural Production","Rwanda","Gross Production Value (constant 2014-2016 1000 I$)","Oranges","2011","1525.04948"
"Value of Agricultural Production","Rwanda","Gross Production Value (constant 2014-2016 1000 I$)","Oranges","2012","1827.031382"
"Value of Agricultural Production","Rwanda","Gross Production Value (constant 2014-2016 1000 I$)","Oranges","2013","1366.506834"
"Value of Agricultural Production","Rwanda","Gross Production Value (constant 2014-2016 1000 I$)","Oranges","2014","1222.63562"
"Value of Agricultural Production","Rwanda","Gross Production Value (constant 2014-2016 1000 I$)","Oranges","2015","1209.665825"
"Value of Agricultural Production","Rwanda","Gross Production Value (constant 2014-2016 1000 I$)","Oranges","2016","1143.202504"
"Value of Agricultural Production","Rwanda","Gross Production Value (constant 2014-2016 1000 I$)","Oranges","2017","913.515691"
"Value of Agricultural Production","Rwanda","Gross Production Value (constant 2014-2016 1000 I$)","Oranges","2018","1128.324408"
"Value of Agricultural Production","Saint Lucia","Gross Production Value (constant 2014-2016 1000 I$)","Oranges","1961","42.413229"
"Value of Agricultural Production","Saint Lucia","Gross Production Value (constant 2014-2016 1000 I$)","Oranges","1962","44.044507"
"Value of Agricultural Production","Saint Lucia","Gross Production Value (constant 2014-2016 1000 I$)","Oranges","1963","44.044507"
"Value of Agricultural Production","Saint Lucia","Gross Production Value (constant 2014-2016 1000 I$)","Oranges","1964","45.675785"
"Value of Agricultural Production","Saint Lucia","Gross Production Value (constant 2014-2016 1000 I$)","Oranges","1965","45.675785"
"Value of Agricultural Production","Saint Lucia","Gross Production Value (constant 2014-2016 1000 I$)","Oranges","1966","48.938341"
"Value of Agricultural Production","Saint Lucia","Gross Production Value (constant 2014-2016 1000 I$)","Oranges","1967","48.938341"
"Value of Agricultural Production","Saint Lucia","Gross Production Value (constant 2014-2016 1000 I$)","Oranges","1968","49.590852"
"Value of Agricultural Production","Saint Lucia","Gross Production Value (constant 2014-2016 1000 I$)","Oranges","1969","50.243363"
"Value of Agricultural Production","Saint Lucia","Gross Production Value (constant 2014-2016 1000 I$)","Oranges","1970","50.895874"
"Value of Agricultural Production","Saint Lucia","Gross Production Value (constant 2014-2016 1000 I$)","Oranges","1971","51.548385"
"Value of Agricultural Production","Saint Lucia","Gross Production Value (constant 2014-2016 1000 I$)","Oranges","1972","52.200897"
"Value of Agricultural Production","Saint Lucia","Gross Production Value (constant 2014-2016 1000 I$)","Oranges","1973","53.832175"
"Value of Agricultural Production","Saint Lucia","Gross Production Value (constant 2014-2016 1000 I$)","Oranges","1974","55.463453"
"Value of Agricultural Production","Saint Lucia","Gross Production Value (constant 2014-2016 1000 I$)","Oranges","1975","57.094731"
"Value of Agricultural Production","Saint Lucia","Gross Production Value (constant 2014-2016 1000 I$)","Oranges","1976","58.726009"
"Value of Agricultural Production","Saint Lucia","Gross Production Value (constant 2014-2016 1000 I$)","Oranges","1977","61.988565"
"Value of Agricultural Production","Saint Lucia","Gross Production Value (constant 2014-2016 1000 I$)","Oranges","1978","68.187421"
"Value of Agricultural Production","Saint Lucia","Gross Production Value (constant 2014-2016 1000 I$)","Oranges","1979","67.208654"
"Value of Agricultural Production","Saint Lucia","Gross Production Value (constant 2014-2016 1000 I$)","Oranges","1980","70.797466"
"Value of Agricultural Production","Saint Lucia","Gross Production Value (constant 2014-2016 1000 I$)","Oranges","1981","83.521435"
"Value of Agricultural Production","Saint Lucia","Gross Production Value (constant 2014-2016 1000 I$)","Oranges","1982","98.529192"
"Value of Agricultural Production","Saint Lucia","Gross Production Value (constant 2014-2016 1000 I$)","Oranges","1983","91.677825"
"Value of Agricultural Production","Saint Lucia","Gross Production Value (constant 2014-2016 1000 I$)","Oranges","1984","99.181704"
"Value of Agricultural Production","Saint Lucia","Gross Production Value (constant 2014-2016 1000 I$)","Oranges","1985","97.876681"
"Value of Agricultural Production","Saint Lucia","Gross Production Value (constant 2014-2016 1000 I$)","Oranges","1986","101.139237"
"Value of Agricultural Production","Saint Lucia","Gross Production Value (constant 2014-2016 1000 I$)","Oranges","1987","101.139237"
"Value of Agricultural Production","Saint Lucia","Gross Production Value (constant 2014-2016 1000 I$)","Oranges","1988","104.401793"
"Value of Agricultural Production","Saint Lucia","Gross Production Value (constant 2014-2016 1000 I$)","Oranges","1989","107.664349"
"Value of Agricultural Production","Saint Lucia","Gross Production Value (constant 2014-2016 1000 I$)","Oranges","1990","110.926905"
"Value of Agricultural Production","Saint Lucia","Gross Production Value (constant 2014-2016 1000 I$)","Oranges","1991","130.502242"
"Value of Agricultural Production","Saint Lucia","Gross Production Value (constant 2014-2016 1000 I$)","Oranges","1992","163.127802"
"Value of Agricultural Production","Saint Lucia","Gross Production Value (constant 2014-2016 1000 I$)","Oranges","1993","195.753362"
"Value of Agricultural Production","Saint Lucia","Gross Production Value (constant 2014-2016 1000 I$)","Oranges","1994","212.066143"
"Value of Agricultural Production","Saint Lucia","Gross Production Value (constant 2014-2016 1000 I$)","Oranges","1995","215.328699"
"Value of Agricultural Production","Saint Lucia","Gross Production Value (constant 2014-2016 1000 I$)","Oranges","1996","219.896277"
"Value of Agricultural Production","Saint Lucia","Gross Production Value (constant 2014-2016 1000 I$)","Oranges","1997","521.0302"
"Value of Agricultural Production","Saint Lucia","Gross Production Value (constant 2014-2016 1000 I$)","Oranges","1998","230.010201"
"Value of Agricultural Production","Saint Lucia","Gross Production Value (constant 2014-2016 1000 I$)","Oranges","1999","289.714976"
"Value of Agricultural Production","Saint Lucia","Gross Production Value (constant 2014-2016 1000 I$)","Oranges","2000","461.65168"
"Value of Agricultural Production","Saint Lucia","Gross Production Value (constant 2014-2016 1000 I$)","Oranges","2001","326.255604"
"Value of Agricultural Production","Saint Lucia","Gross Production Value (constant 2014-2016 1000 I$)","Oranges","2002","196.405874"
"Value of Agricultural Production","Saint Lucia","Gross Production Value (constant 2014-2016 1000 I$)","Oranges","2003","195.753362"
"Value of Agricultural Production","Saint Lucia","Gross Production Value (constant 2014-2016 1000 I$)","Oranges","2004","214.676187"
"Value of Agricultural Production","Saint Lucia","Gross Production Value (constant 2014-2016 1000 I$)","Oranges","2005","167.042869"
"Value of Agricultural Production","Saint Lucia","Gross Production Value (constant 2014-2016 1000 I$)","Oranges","2006","191.838295"
"Value of Agricultural Production","Saint Lucia","Gross Production Value (constant 2014-2016 1000 I$)","Oranges","2007","194.44834"
"Value of Agricultural Production","Saint Lucia","Gross Production Value (constant 2014-2016 1000 I$)","Oranges","2008","223.811344"
"Value of Agricultural Production","Saint Lucia","Gross Production Value (constant 2014-2016 1000 I$)","Oranges","2009","228.378923"
"Value of Agricultural Production","Saint Lucia","Gross Production Value (constant 2014-2016 1000 I$)","Oranges","2010","207.099893"
"Value of Agricultural Production","Saint Lucia","Gross Production Value (constant 2014-2016 1000 I$)","Oranges","2011","201.144267"
"Value of Agricultural Production","Saint Lucia","Gross Production Value (constant 2014-2016 1000 I$)","Oranges","2012","196.21012"
"Value of Agricultural Production","Saint Lucia","Gross Production Value (constant 2014-2016 1000 I$)","Oranges","2013","139.963654"
"Value of Agricultural Production","Saint Lucia","Gross Production Value (constant 2014-2016 1000 I$)","Oranges","2014","159.111036"
"Value of Agricultural Production","Saint Lucia","Gross Production Value (constant 2014-2016 1000 I$)","Oranges","2015","187.367179"
"Value of Agricultural Production","Saint Lucia","Gross Production Value (constant 2014-2016 1000 I$)","Oranges","2016","179.441756"
"Value of Agricultural Production","Saint Lucia","Gross Production Value (constant 2014-2016 1000 I$)","Oranges","2017","175.858694"
"Value of Agricultural Production","Saint Lucia","Gross Production Value (constant 2014-2016 1000 I$)","Oranges","2018","172.275631"
"Value of Agricultural Production","Saint Vincent and the Grenadines","Gross Production Value (constant 2014-2016 1000 I$)","Oranges","1961","65.251121"
"Value of Agricultural Production","Saint Vincent and the Grenadines","Gross Production Value (constant 2014-2016 1000 I$)","Oranges","1962","65.251121"
"Value of Agricultural Production","Saint Vincent and the Grenadines","Gross Production Value (constant 2014-2016 1000 I$)","Oranges","1963","65.251121"
"Value of Agricultural Production","Saint Vincent and the Grenadines","Gross Production Value (constant 2014-2016 1000 I$)","Oranges","1964","65.251121"
"Value of Agricultural Production","Saint Vincent and the Grenadines","Gross Production Value (constant 2014-2016 1000 I$)","Oranges","1965","65.251121"
"Value of Agricultural Production","Saint Vincent and the Grenadines","Gross Production Value (constant 2014-2016 1000 I$)","Oranges","1966","68.513677"
"Value of Agricultural Production","Saint Vincent and the Grenadines","Gross Production Value (constant 2014-2016 1000 I$)","Oranges","1967","68.513677"
"Value of Agricultural Production","Saint Vincent and the Grenadines","Gross Production Value (constant 2014-2016 1000 I$)","Oranges","1968","68.513677"
"Value of Agricultural Production","Saint Vincent and the Grenadines","Gross Production Value (constant 2014-2016 1000 I$)","Oranges","1969","71.776233"
"Value of Agricultural Production","Saint Vincent and the Grenadines","Gross Production Value (constant 2014-2016 1000 I$)","Oranges","1970","71.776233"
"Value of Agricultural Production","Saint Vincent and the Grenadines","Gross Production Value (constant 2014-2016 1000 I$)","Oranges","1971","75.038789"
"Value of Agricultural Production","Saint Vincent and the Grenadines","Gross Production Value (constant 2014-2016 1000 I$)","Oranges","1972","81.563901"
"Value of Agricultural Production","Saint Vincent and the Grenadines","Gross Production Value (constant 2014-2016 1000 I$)","Oranges","1973","84.826457"
"Value of Agricultural Production","Saint Vincent and the Grenadines","Gross Production Value (constant 2014-2016 1000 I$)","Oranges","1974","84.826457"
"Value of Agricultural Production","Saint Vincent and the Grenadines","Gross Production Value (constant 2014-2016 1000 I$)","Oranges","1975","81.563901"
"Value of Agricultural Production","Saint Vincent and the Grenadines","Gross Production Value (constant 2014-2016 1000 I$)","Oranges","1976","81.563901"
"Value of Agricultural Production","Saint Vincent and the Grenadines","Gross Production Value (constant 2014-2016 1000 I$)","Oranges","1977","81.563901"
"Value of Agricultural Production","Saint Vincent and the Grenadines","Gross Production Value (constant 2014-2016 1000 I$)","Oranges","1978","84.826457"
"Value of Agricultural Production","Saint Vincent and the Grenadines","Gross Production Value (constant 2014-2016 1000 I$)","Oranges","1979","84.826457"
"Value of Agricultural Production","Saint Vincent and the Grenadines","Gross Production Value (constant 2014-2016 1000 I$)","Oranges","1980","88.089013"
"Value of Agricultural Production","Saint Vincent and the Grenadines","Gross Production Value (constant 2014-2016 1000 I$)","Oranges","1981","81.563901"
"Value of Agricultural Production","Saint Vincent and the Grenadines","Gross Production Value (constant 2014-2016 1000 I$)","Oranges","1982","75.038789"
"Value of Agricultural Production","Saint Vincent and the Grenadines","Gross Production Value (constant 2014-2016 1000 I$)","Oranges","1983","65.251121"
"Value of Agricultural Production","Saint Vincent and the Grenadines","Gross Production Value (constant 2014-2016 1000 I$)","Oranges","1984","58.073498"
"Value of Agricultural Production","Saint Vincent and the Grenadines","Gross Production Value (constant 2014-2016 1000 I$)","Oranges","1985","85.805224"
"Value of Agricultural Production","Saint Vincent and the Grenadines","Gross Production Value (constant 2014-2016 1000 I$)","Oranges","1986","113.863206"
"Value of Agricultural Production","Saint Vincent and the Grenadines","Gross Production Value (constant 2014-2016 1000 I$)","Oranges","1987","113.863206"
"Value of Agricultural Production","Saint Vincent and the Grenadines","Gross Production Value (constant 2014-2016 1000 I$)","Oranges","1988","163.127802"
"Value of Agricultural Production","Saint Vincent and the Grenadines","Gross Production Value (constant 2014-2016 1000 I$)","Oranges","1989","228.378923"
"Value of Agricultural Production","Saint Vincent and the Grenadines","Gross Production Value (constant 2014-2016 1000 I$)","Oranges","1990","293.630044"
"Value of Agricultural Production","Saint Vincent and the Grenadines","Gross Production Value (constant 2014-2016 1000 I$)","Oranges","1991","309.942824"
"Value of Agricultural Production","Saint Vincent and the Grenadines","Gross Production Value (constant 2014-2016 1000 I$)","Oranges","1992","315.479467"
"Value of Agricultural Production","Saint Vincent and the Grenadines","Gross Production Value (constant 2014-2016 1000 I$)","Oranges","1993","319.950256"
"Value of Agricultural Production","Saint Vincent and the Grenadines","Gross Production Value (constant 2014-2016 1000 I$)","Oranges","1994","324.270174"
"Value of Agricultural Production","Saint Vincent and the Grenadines","Gross Production Value (constant 2014-2016 1000 I$)","Oranges","1995","313.20538"
"Value of Agricultural Production","Saint Vincent and the Grenadines","Gross Production Value (constant 2014-2016 1000 I$)","Oranges","1996","317.570008"
"Value of Agricultural Production","Saint Vincent and the Grenadines","Gross Production Value (constant 2014-2016 1000 I$)","Oranges","1997","311.162781"
"Value of Agricultural Production","Saint Vincent and the Grenadines","Gross Production Value (constant 2014-2016 1000 I$)","Oranges","1998","305.555028"
"Value of Agricultural Production","Saint Vincent and the Grenadines","Gross Production Value (constant 2014-2016 1000 I$)","Oranges","1999","270.865404"
"Value of Agricultural Production","Saint Vincent and the Grenadines","Gross Production Value (constant 2014-2016 1000 I$)","Oranges","2000","261.004483"
"Value of Agricultural Production","Saint Vincent and the Grenadines","Gross Production Value (constant 2014-2016 1000 I$)","Oranges","2001","391.506725"
"Value of Agricultural Production","Saint Vincent and the Grenadines","Gross Production Value (constant 2014-2016 1000 I$)","Oranges","2002","456.757846"
"Value of Agricultural Production","Saint Vincent and the Grenadines","Gross Production Value (constant 2014-2016 1000 I$)","Oranges","2003","496.887285"
"Value of Agricultural Production","Saint Vincent and the Grenadines","Gross Production Value (constant 2014-2016 1000 I$)","Oranges","2004","522.008966"
"Value of Agricultural Production","Saint Vincent and the Grenadines","Gross Production Value (constant 2014-2016 1000 I$)","Oranges","2005","524.201272"
"Value of Agricultural Production","Saint Vincent and the Grenadines","Gross Production Value (constant 2014-2016 1000 I$)","Oranges","2006","538.321747"
"Value of Agricultural Production","Saint Vincent and the Grenadines","Gross Production Value (constant 2014-2016 1000 I$)","Oranges","2007","554.634527"
"Value of Agricultural Production","Saint Vincent and the Grenadines","Gross Production Value (constant 2014-2016 1000 I$)","Oranges","2008","570.947307"
"Value of Agricultural Production","Saint Vincent and the Grenadines","Gross Production Value (constant 2014-2016 1000 I$)","Oranges","2009","587.260087"
"Value of Agricultural Production","Saint Vincent and the Grenadines","Gross Production Value (constant 2014-2016 1000 I$)","Oranges","2010","309.942824"
"Value of Agricultural Production","Saint Vincent and the Grenadines","Gross Production Value (constant 2014-2016 1000 I$)","Oranges","2011","440.445065"
"Value of Agricultural Production","Saint Vincent and the Grenadines","Gross Production Value (constant 2014-2016 1000 I$)","Oranges","2012","432.288675"
"Value of Agricultural Production","Saint Vincent and the Grenadines","Gross Production Value (constant 2014-2016 1000 I$)","Oranges","2013","404.230693"
"Value of Agricultural Production","Saint Vincent and the Grenadines","Gross Production Value (constant 2014-2016 1000 I$)","Oranges","2014","357.902398"
"Value of Agricultural Production","Saint Vincent and the Grenadines","Gross Production Value (constant 2014-2016 1000 I$)","Oranges","2015","310.921591"
"Value of Agricultural Production","Saint Vincent and the Grenadines","Gross Production Value (constant 2014-2016 1000 I$)","Oranges","2016","285.473654"
"Value of Agricultural Production","Saint Vincent and the Grenadines","Gross Production Value (constant 2014-2016 1000 I$)","Oranges","2017","293.956299"
"Value of Agricultural Production","Saint Vincent and the Grenadines","Gross Production Value (constant 2014-2016 1000 I$)","Oranges","2018","326.58186"
"Value of Agricultural Production","Senegal","Gross Production Value (constant 2014-2016 1000 I$)","Oranges","1961","978.766812"
"Value of Agricultural Production","Senegal","Gross Production Value (constant 2014-2016 1000 I$)","Oranges","1962","978.766812"
"Value of Agricultural Production","Senegal","Gross Production Value (constant 2014-2016 1000 I$)","Oranges","1963","978.766812"
"Value of Agricultural Production","Senegal","Gross Production Value (constant 2014-2016 1000 I$)","Oranges","1964","978.766812"
"Value of Agricultural Production","Senegal","Gross Production Value (constant 2014-2016 1000 I$)","Oranges","1965","652.511208"
"Value of Agricultural Production","Senegal","Gross Production Value (constant 2014-2016 1000 I$)","Oranges","1966","652.511208"
"Value of Agricultural Production","Senegal","Gross Production Value (constant 2014-2016 1000 I$)","Oranges","1967","326.255604"
"Value of Agricultural Production","Senegal","Gross Production Value (constant 2014-2016 1000 I$)","Oranges","1968","652.511208"
"Value of Agricultural Production","Senegal","Gross Production Value (constant 2014-2016 1000 I$)","Oranges","1969","652.511208"
"Value of Agricultural Production","Senegal","Gross Production Value (constant 2014-2016 1000 I$)","Oranges","1970","978.766812"
"Value of Agricultural Production","Senegal","Gross Production Value (constant 2014-2016 1000 I$)","Oranges","1971","978.766812"
"Value of Agricultural Production","Senegal","Gross Production Value (constant 2014-2016 1000 I$)","Oranges","1972","686.768046"
"Value of Agricultural Production","Senegal","Gross Production Value (constant 2014-2016 1000 I$)","Oranges","1973","2962.400884"
"Value of Agricultural Production","Senegal","Gross Production Value (constant 2014-2016 1000 I$)","Oranges","1974","3915.067248"
"Value of Agricultural Production","Senegal","Gross Production Value (constant 2014-2016 1000 I$)","Oranges","1975","5220.089664"
"Value of Agricultural Production","Senegal","Gross Production Value (constant 2014-2016 1000 I$)","Oranges","1976","5546.345268"
"Value of Agricultural Production","Senegal","Gross Production Value (constant 2014-2016 1000 I$)","Oranges","1977","5872.600872"
"Value of Agricultural Production","Senegal","Gross Production Value (constant 2014-2016 1000 I$)","Oranges","1978","6035.728674"
"Value of Agricultural Production","Senegal","Gross Production Value (constant 2014-2016 1000 I$)","Oranges","1979","6100.979795"
"Value of Agricultural Production","Senegal","Gross Production Value (constant 2014-2016 1000 I$)","Oranges","1980","6198.856476"
"Value of Agricultural Production","Senegal","Gross Production Value (constant 2014-2016 1000 I$)","Oranges","1981","6361.984278"
"Value of Agricultural Production","Senegal","Gross Production Value (constant 2014-2016 1000 I$)","Oranges","1982","6525.11208"
"Value of Agricultural Production","Senegal","Gross Production Value (constant 2014-2016 1000 I$)","Oranges","1983","6361.984278"
"Value of Agricultural Production","Senegal","Gross Production Value (constant 2014-2016 1000 I$)","Oranges","1984","6296.733157"
"Value of Agricultural Production","Senegal","Gross Production Value (constant 2014-2016 1000 I$)","Oranges","1985","7177.623288"
"Value of Agricultural Production","Senegal","Gross Production Value (constant 2014-2016 1000 I$)","Oranges","1986","7503.878892"
"Value of Agricultural Production","Senegal","Gross Production Value (constant 2014-2016 1000 I$)","Oranges","1987","7830.134496"
"Value of Agricultural Production","Senegal","Gross Production Value (constant 2014-2016 1000 I$)","Oranges","1988","8482.645704"
"Value of Agricultural Production","Senegal","Gross Production Value (constant 2014-2016 1000 I$)","Oranges","1989","10113.923724"
"Value of Agricultural Production","Senegal","Gross Production Value (constant 2014-2016 1000 I$)","Oranges","1990","9135.156912"
"Value of Agricultural Production","Senegal","Gross Production Value (constant 2014-2016 1000 I$)","Oranges","1991","8482.645704"
"Value of Agricultural Production","Senegal","Gross Production Value (constant 2014-2016 1000 I$)","Oranges","1992","7830.134496"
"Value of Agricultural Production","Senegal","Gross Production Value (constant 2014-2016 1000 I$)","Oranges","1993","8785.28921"
"Value of Agricultural Production","Senegal","Gross Production Value (constant 2014-2016 1000 I$)","Oranges","1994","9966.129935"
"Value of Agricultural Production","Senegal","Gross Production Value (constant 2014-2016 1000 I$)","Oranges","1995","9135.156912"
"Value of Agricultural Production","Senegal","Gross Production Value (constant 2014-2016 1000 I$)","Oranges","1996","10068.247939"
"Value of Agricultural Production","Senegal","Gross Production Value (constant 2014-2016 1000 I$)","Oranges","1997","9787.66812"
"Value of Agricultural Production","Senegal","Gross Production Value (constant 2014-2016 1000 I$)","Oranges","1998","9562.274904"
"Value of Agricultural Production","Senegal","Gross Production Value (constant 2014-2016 1000 I$)","Oranges","1999","9135.156912"
"Value of Agricultural Production","Senegal","Gross Production Value (constant 2014-2016 1000 I$)","Oranges","2000","10113.923724"
"Value of Agricultural Production","Senegal","Gross Production Value (constant 2014-2016 1000 I$)","Oranges","2001","9118.844132"
"Value of Agricultural Production","Senegal","Gross Production Value (constant 2014-2016 1000 I$)","Oranges","2002","9603.333704"
"Value of Agricultural Production","Senegal","Gross Production Value (constant 2014-2016 1000 I$)","Oranges","2003","10717.496591"
"Value of Agricultural Production","Senegal","Gross Production Value (constant 2014-2016 1000 I$)","Oranges","2004","7944.323957"
"Value of Agricultural Production","Senegal","Gross Production Value (constant 2014-2016 1000 I$)","Oranges","2005","11582.073942"
"Value of Agricultural Production","Senegal","Gross Production Value (constant 2014-2016 1000 I$)","Oranges","2006","12593.466314"
"Value of Agricultural Production","Senegal","Gross Production Value (constant 2014-2016 1000 I$)","Oranges","2007","13050.22416"
"Value of Agricultural Production","Senegal","Gross Production Value (constant 2014-2016 1000 I$)","Oranges","2008","9787.66812"
"Value of Agricultural Production","Senegal","Gross Production Value (constant 2014-2016 1000 I$)","Oranges","2009","13050.22416"
"Value of Agricultural Production","Senegal","Gross Production Value (constant 2014-2016 1000 I$)","Oranges","2010","13050.22416"
"Value of Agricultural Production","Senegal","Gross Production Value (constant 2014-2016 1000 I$)","Oranges","2011","16312.7802"
"Value of Agricultural Production","Senegal","Gross Production Value (constant 2014-2016 1000 I$)","Oranges","2012","14681.50218"
"Value of Agricultural Production","Senegal","Gross Production Value (constant 2014-2016 1000 I$)","Oranges","2013","13050.22416"
"Value of Agricultural Production","Senegal","Gross Production Value (constant 2014-2016 1000 I$)","Oranges","2014","16312.7802"
"Value of Agricultural Production","Senegal","Gross Production Value (constant 2014-2016 1000 I$)","Oranges","2015","16312.7802"
"Value of Agricultural Production","Senegal","Gross Production Value (constant 2014-2016 1000 I$)","Oranges","2016","16039.655626"
"Value of Agricultural Production","Senegal","Gross Production Value (constant 2014-2016 1000 I$)","Oranges","2017","16028.019823"
"Value of Agricultural Production","Senegal","Gross Production Value (constant 2014-2016 1000 I$)","Oranges","2018","16507.484742"
"Value of Agricultural Production","Serbia and Montenegro","Gross Production Value (constant 2014-2016 1000 I$)","Oranges","1992","551.371971"
"Value of Agricultural Production","Serbia and Montenegro","Gross Production Value (constant 2014-2016 1000 I$)","Oranges","1993","419.564707"
"Value of Agricultural Production","Serbia and Montenegro","Gross Production Value (constant 2014-2016 1000 I$)","Oranges","1994","419.564707"
"Value of Agricultural Production","Serbia and Montenegro","Gross Production Value (constant 2014-2016 1000 I$)","Oranges","1995","617.275603"
"Value of Agricultural Production","Serbia and Montenegro","Gross Production Value (constant 2014-2016 1000 I$)","Oranges","1996","584.650042"
"Value of Agricultural Production","Serbia and Montenegro","Gross Production Value (constant 2014-2016 1000 I$)","Oranges","1997","624.779482"
"Value of Agricultural Production","Serbia and Montenegro","Gross Production Value (constant 2014-2016 1000 I$)","Oranges","1998","1111.552843"
"Value of Agricultural Production","Serbia and Montenegro","Gross Production Value (constant 2014-2016 1000 I$)","Oranges","1999","1027.705153"
"Value of Agricultural Production","Serbia and Montenegro","Gross Production Value (constant 2014-2016 1000 I$)","Oranges","2000","1103.396453"
"Value of Agricultural Production","Serbia and Montenegro","Gross Production Value (constant 2014-2016 1000 I$)","Oranges","2001","1404.856631"
"Value of Agricultural Production","Serbia and Montenegro","Gross Production Value (constant 2014-2016 1000 I$)","Oranges","2002","1614.96524"
"Value of Agricultural Production","Serbia and Montenegro","Gross Production Value (constant 2014-2016 1000 I$)","Oranges","2003","1217.585914"
"Value of Agricultural Production","Serbia and Montenegro","Gross Production Value (constant 2014-2016 1000 I$)","Oranges","2004","2237.787188"
"Value of Agricultural Production","Serbia and Montenegro","Gross Production Value (constant 2014-2016 1000 I$)","Oranges","2005","1337.647976"
"Value of Agricultural Production","Seychelles","Gross Production Value (constant 2014-2016 1000 I$)","Oranges","1961","2.610045"
"Value of Agricultural Production","Seychelles","Gross Production Value (constant 2014-2016 1000 I$)","Oranges","1962","2.610045"
"Value of Agricultural Production","Seychelles","Gross Production Value (constant 2014-2016 1000 I$)","Oranges","1963","2.9363"
"Value of Agricultural Production","Seychelles","Gross Production Value (constant 2014-2016 1000 I$)","Oranges","1964","3.262556"
"Value of Agricultural Production","Seychelles","Gross Production Value (constant 2014-2016 1000 I$)","Oranges","1978","6.198856"
"Value of Agricultural Production","Seychelles","Gross Production Value (constant 2014-2016 1000 I$)","Oranges","1979","6.525112"
"Value of Agricultural Production","Seychelles","Gross Production Value (constant 2014-2016 1000 I$)","Oranges","1980","6.525112"
"Value of Agricultural Production","Seychelles","Gross Production Value (constant 2014-2016 1000 I$)","Oranges","1981","6.525112"
"Value of Agricultural Production","Seychelles","Gross Production Value (constant 2014-2016 1000 I$)","Oranges","1982","7.177623"
"Value of Agricultural Production","Seychelles","Gross Production Value (constant 2014-2016 1000 I$)","Oranges","1983","8.15639"
"Value of Agricultural Production","Seychelles","Gross Production Value (constant 2014-2016 1000 I$)","Oranges","1984","8.808901"
"Value of Agricultural Production","Seychelles","Gross Production Value (constant 2014-2016 1000 I$)","Oranges","1985","9.787668"
"Value of Agricultural Production","Seychelles","Gross Production Value (constant 2014-2016 1000 I$)","Oranges","1986","9.787668"
"Value of Agricultural Production","Seychelles","Gross Production Value (constant 2014-2016 1000 I$)","Oranges","1987","9.787668"
"Value of Agricultural Production","Seychelles","Gross Production Value (constant 2014-2016 1000 I$)","Oranges","1988","9.787668"
"Value of Agricultural Production","Seychelles","Gross Production Value (constant 2014-2016 1000 I$)","Oranges","1989","9.787668"
"Value of Agricultural Production","Seychelles","Gross Production Value (constant 2014-2016 1000 I$)","Oranges","1990","10.113924"
"Value of Agricultural Production","Seychelles","Gross Production Value (constant 2014-2016 1000 I$)","Oranges","1991","6.213401"
"Value of Agricultural Production","Seychelles","Gross Production Value (constant 2014-2016 1000 I$)","Oranges","1992","6.447501"
"Value of Agricultural Production","Seychelles","Gross Production Value (constant 2014-2016 1000 I$)","Oranges","1993","6.525112"
"Value of Agricultural Production","Seychelles","Gross Production Value (constant 2014-2016 1000 I$)","Oranges","1994","7.108851"
"Value of Agricultural Production","Seychelles","Gross Production Value (constant 2014-2016 1000 I$)","Oranges","1995","8.15639"
"Value of Agricultural Production","Seychelles","Gross Production Value (constant 2014-2016 1000 I$)","Oranges","1996","6.525112"
